date,timestamp,minimum spectral radiance at 3.9 µm,maximum spectral radiance at 3.9 µm,mean spectral radiance at 3.9 µm
2015-12-05 13:30:00,1449322200000,0.153981,0.762636,0.33468
2015-12-05 13:45:00,1449323100000,0.1203,0.372905,0.274108
2015-12-05 14:15:00,1449324900000,0.0842133,0.873301,0.26935
2015-12-05 14:30:00,1449325800000,0.101054,1.13312,0.274375
2015-12-05 14:45:00,1449326700000,0.0938364,0.772259,0.232569
2015-12-05 15:15:00,1449328500000,0.0120401,0.226153,0.103459
2015-12-05 15:30:00,1449329400000,0.00963435,0.202096,0.0707409
2015-12-05 15:45:00,1449330300000,0.00722856,0.211719,0.0463625
2015-12-05 16:00:00,1449331200000,0.00722856,0.180444,0.0416044
2015-12-05 16:15:00,1449332100000,0.00963435,0.178038,0.0551302
2015-12-05 16:30:00,1449333000000,0.0120401,0.173227,0.0758198
2015-12-05 16:45:00,1449333900000,0.0288806,0.175632,0.0980064
2015-12-05 17:00:00,1449334800000,0.045721,0.238182,0.111746
2015-12-05 17:15:00,1449335700000,0.0553441,0.166009,0.105438
2015-12-05 17:30:00,1449336600000,0.0745903,0.163604,0.111318
2015-12-05 17:45:00,1449337500000,0.0866191,0.149169,0.120139
2015-12-05 18:00:00,1449338400000,0.0962422,0.202096,0.137407
2015-12-05 18:15:00,1449339300000,0.110677,0.276674,0.154782
2015-12-05 18:30:00,1449340200000,0.127517,0.319978,0.168094
2015-12-05 18:45:00,1449341100000,0.1203,0.392151,0.181246
2015-12-05 19:00:00,1449342000000,0.146763,0.293515,0.18039
2015-12-05 19:15:00,1449342900000,0.129923,0.255022,0.185523
2015-12-05 19:30:00,1449343800000,0.132329,0.42102,0.198514
2015-12-05 19:45:00,1449344700000,0.139546,0.230965,0.186592
2015-12-05 20:00:00,1449345600000,0.13714,0.230965,0.190602
2015-12-05 20:15:00,1449346500000,0.13714,0.233371,0.192205
2015-12-05 20:30:00,1449347400000,0.139546,0.235776,0.188998
2015-12-05 20:45:00,1449348300000,0.132329,0.233371,0.192526
2015-12-05 21:00:00,1449349200000,0.13714,0.250211,0.191724
2015-12-05 21:15:00,1449350100000,0.13714,0.269457,0.189479
2015-12-05 21:30:00,1449351000000,0.141952,0.27908,0.183384
2015-12-05 21:45:00,1449351900000,0.132329,0.281486,0.175205
2015-12-05 22:00:00,1449352800000,0.141952,0.271863,0.174456
2015-12-05 22:15:00,1449353700000,0.139546,0.209313,0.165261
2015-12-05 22:30:00,1449354600000,0.132329,0.233371,0.158845
2015-12-05 22:45:00,1449355500000,0.132329,0.214125,0.154248
2015-12-05 23:00:00,1449356400000,0.134734,0.18285,0.158097
2015-12-05 23:15:00,1449357300000,0.134734,0.214125,0.17189
2015-12-05 23:30:00,1449358200000,0.139546,0.223748,0.173173
2015-12-06 00:00:00,1449360000000,0.144357,0.221342,0.171142
2015-12-06 00:15:00,1449360900000,0.144357,0.223748,0.16756
2015-12-06 00:30:00,1449361800000,0.13714,0.221342,0.168843
2015-12-06 00:45:00,1449362700000,0.141952,0.214125,0.164566
2015-12-06 01:00:00,1449363600000,0.134734,0.228559,0.166651
2015-12-06 01:15:00,1449364500000,0.141952,0.206907,0.165368
2015-12-06 01:30:00,1449365400000,0.13714,0.238182,0.168148
2015-12-06 01:45:00,1449366300000,0.132329,0.218936,0.170019
2015-12-06 02:00:00,1449367200000,0.132329,0.238182,0.175953
2015-12-06 02:15:00,1449368100000,0.13714,0.235776,0.181246
2015-12-06 02:30:00,1449369000000,0.139546,0.228559,0.182796
2015-12-06 02:45:00,1449369900000,0.144357,0.21653,0.18424
2015-12-06 03:15:00,1449371700000,0.144357,0.223748,0.183598
2015-12-06 03:30:00,1449372600000,0.13714,0.21653,0.182048
2015-12-06 03:45:00,1449373500000,0.139546,0.214125,0.180177
2015-12-06 04:00:00,1449374400000,0.144357,0.209313,0.179802
2015-12-06 04:15:00,1449375300000,0.144357,0.206907,0.176595
2015-12-06 04:30:00,1449376200000,0.144357,0.317572,0.182903
2015-12-06 04:45:00,1449377100000,0.139546,0.206907,0.174189
2015-12-06 05:00:00,1449378000000,0.134734,0.233371,0.176434
2015-12-06 05:15:00,1449378900000,0.141952,0.238182,0.177931
2015-12-06 05:30:00,1449379800000,0.13714,0.221342,0.179321
2015-12-06 05:45:00,1449380700000,0.141952,0.21653,0.180765
2015-12-06 06:00:00,1449381600000,0.13714,0.230965,0.183491
2015-12-06 06:15:00,1449382500000,0.141952,0.211719,0.181567
