date,timestamp,minimum spectral radiance at 3.9 µm,maximum spectral radiance at 3.9 µm,mean spectral radiance at 3.9 µm
22/08/2015 10:15,1.44024E+12,0.413802,0.584611,0.481885
22/08/2015 10:30,1.44024E+12,0.411397,0.587017,0.483449
22/08/2015 10:45,1.44024E+12,0.425831,0.59664,0.486817
22/08/2015 11:00,1.44024E+12,0.418614,0.584611,0.479119
22/08/2015 11:15,1.44024E+12,0.418614,0.582205,0.48393
22/08/2015 11:30,1.44024E+12,0.418614,0.589422,0.483088
22/08/2015 11:45,1.44024E+12,0.430643,0.591828,0.49656
22/08/2015 12:00,1.44024E+12,0.413802,0.572582,0.48369
22/08/2015 12:15,1.44025E+12,0.413802,0.529279,0.461316
22/08/2015 12:30,1.44025E+12,0.401774,0.490787,0.432327
22/08/2015 12:45,1.44025E+12,0.365687,0.445077,0.395759
22/08/2015 13:00,1.44025E+12,0.315166,0.389745,0.352816
22/08/2015 13:15,1.44025E+12,0.276674,0.339224,0.306746
22/08/2015 13:30,1.44025E+12,0.235776,0.29592,0.263202
22/08/2015 13:45,1.44025E+12,0.202096,0.255022,0.227717
22/08/2015 14:00,1.44025E+12,0.192473,0.305543,0.219056
22/08/2015 14:15,1.44025E+12,0.192473,0.315166,0.223146
22/08/2015 14:30,1.44025E+12,0.194878,0.324789,0.227116
22/08/2015 14:45,1.44025E+12,0.194878,0.319978,0.231205
22/08/2015 15:00,1.44026E+12,0.194878,0.312761,0.227717
22/08/2015 15:15,1.44026E+12,0.187661,0.307949,0.232168
22/08/2015 15:30,1.44026E+12,0.192473,0.291109,0.226394
22/08/2015 15:45,1.44026E+12,0.185255,0.269457,0.218575
22/08/2015 16:00,1.44026E+12,0.18285,0.255022,0.209193
22/08/2015 16:15,1.44026E+12,0.18285,0.281486,0.209674
22/08/2015 16:30,1.44026E+12,0.185255,0.281486,0.214245
22/08/2015 16:45,1.44026E+12,0.180444,0.29592,0.214125
22/08/2015 17:00,1.44026E+12,0.180444,0.283892,0.213764
22/08/2015 17:15,1.44026E+12,0.178038,0.29592,0.214846
22/08/2015 17:30,1.44026E+12,0.175632,0.276674,0.20799
22/08/2015 17:45,1.44027E+12,0.178038,0.293515,0.20799
22/08/2015 18:00,1.44027E+12,0.175632,0.303138,0.206186
22/08/2015 18:15,1.44027E+12,0.170821,0.307949,0.210155
22/08/2015 18:30,1.44027E+12,0.175632,0.327195,0.215327
22/08/2015 18:45,1.44027E+12,0.173227,0.356064,0.230003
22/08/2015 19:00,1.44027E+12,0.170821,0.356064,0.246241
22/08/2015 19:15,1.44027E+12,0.170821,0.351253,0.24552
22/08/2015 19:30,1.44027E+12,0.170821,0.339224,0.242873
22/08/2015 19:45,1.44027E+12,0.170821,0.310355,0.232769
22/08/2015 20:00,1.44027E+12,0.166009,0.283892,0.222785
22/08/2015 20:15,1.44027E+12,0.166009,0.29592,0.221342
22/08/2015 20:30,1.44028E+12,0.173227,0.322384,0.226394
22/08/2015 20:45,1.44028E+12,0.168415,0.305543,0.227116
22/08/2015 21:00,1.44028E+12,0.166009,0.298326,0.218936
22/08/2015 21:15,1.44028E+12,0.166009,0.288703,0.217011
22/08/2015 21:30,1.44028E+12,0.170821,0.324789,0.223387
22/08/2015 21:45,1.44028E+12,0.170821,0.351253,0.238182
22/08/2015 22:00,1.44028E+12,0.168415,0.356064,0.24564
22/08/2015 22:15,1.44028E+12,0.170821,0.356064,0.246602
22/08/2015 22:30,1.44028E+12,0.163604,0.336818,0.24143
22/08/2015 22:45,1.44028E+12,0.168415,0.322384,0.238663
22/08/2015 23:00,1.44028E+12,0.168415,0.305543,0.232288
22/08/2015 23:15,1.44029E+12,0.173227,0.298326,0.22495
22/08/2015 23:30,1.44029E+12,0.168415,0.271863,0.215327
22/08/2015 23:45,1.44029E+12,0.170821,0.242994,0.20811
23/08/2015 00:00,1.44029E+12,0.178038,0.286297,0.211959
23/08/2015 00:15,1.44029E+12,0.175632,0.29592,0.22074
23/08/2015 00:30,1.44029E+12,0.170821,0.274269,0.221943
23/08/2015 00:45,1.44029E+12,0.173227,0.257428,0.212441
23/08/2015 01:00,1.44029E+12,0.178038,0.288703,0.215688
23/08/2015 01:15,1.44029E+12,0.166009,0.307949,0.220981
23/08/2015 01:30,1.44029E+12,0.168415,0.329601,0.232529
23/08/2015 01:45,1.44029E+12,0.170821,0.322384,0.234092
23/08/2015 02:00,1.4403E+12,0.170821,0.324789,0.23301
23/08/2015 02:15,1.4403E+12,0.163604,0.34163,0.233491
23/08/2015 02:30,1.4403E+12,0.168415,0.35847,0.23734
23/08/2015 02:45,1.4403E+12,0.163604,0.368093,0.248046
23/08/2015 03:00,1.4403E+12,0.175632,0.380122,0.255744
23/08/2015 03:15,1.4403E+12,0.175632,0.42102,0.277516
23/08/2015 03:30,1.4403E+12,0.185255,0.399368,0.280764
23/08/2015 03:45,1.4403E+12,0.19969,0.365687,0.272224
23/08/2015 04:00,1.4403E+12,0.209313,0.368093,0.27475
23/08/2015 04:45,1.44031E+12,0.235776,0.365687,0.297364
23/08/2015 05:00,1.44031E+12,0.247805,0.365687,0.304581
23/08/2015 05:15,1.44031E+12,0.259834,0.348847,0.302897
23/08/2015 05:30,1.44031E+12,0.269457,0.360876,0.311317
23/08/2015 05:45,1.44031E+12,0.27908,0.370499,0.319978
23/08/2015 06:00,1.44031E+12,0.281486,0.37531,0.318895
23/08/2015 06:15,1.44031E+12,0.269457,0.377716,0.318655
23/08/2015 06:30,1.44031E+12,0.255022,0.377716,0.317813
23/08/2015 09:45,1.44032E+12,0.235776,0.35847,0.277396
23/08/2015 10:00,1.44032E+12,0.252617,0.324789,0.285576
23/08/2015 10:15,1.44032E+12,0.271863,0.336818,0.299048
23/08/2015 10:30,1.44033E+12,0.276674,0.372905,0.314685
23/08/2015 10:45,1.44033E+12,0.283892,0.372905,0.317692
23/08/2015 11:00,1.44033E+12,0.281486,0.356064,0.310114
23/08/2015 11:15,1.44033E+12,0.274269,0.348847,0.30398
23/08/2015 12:30,1.44033E+12,0.283892,0.368093,0.31661
23/08/2015 12:45,1.44033E+12,0.257428,0.334412,0.291109
23/08/2015 13:00,1.44033E+12,0.226153,0.300732,0.260917
23/08/2015 13:15,1.44034E+12,0.206907,0.264645,0.236498
23/08/2015 13:30,1.44034E+12,0.192473,0.235776,0.211599
23/08/2015 14:15,1.44034E+12,0.166009,0.197284,0.179121
23/08/2015 14:30,1.44034E+12,0.163604,0.204502,0.179241
23/08/2015 14:45,1.44034E+12,0.161198,0.192473,0.17467
23/08/2015 15:00,1.44034E+12,0.161198,0.202096,0.172866
23/08/2015 15:15,1.44034E+12,0.163604,0.238182,0.17888
23/08/2015 15:30,1.44034E+12,0.158792,0.242994,0.179722
23/08/2015 15:45,1.44034E+12,0.163604,0.240588,0.179241
23/08/2015 16:00,1.44035E+12,0.163604,0.242994,0.182489
23/08/2015 16:30,1.44035E+12,0.168415,0.274269,0.190308
23/08/2015 16:45,1.44035E+12,0.163604,0.269457,0.192954
23/08/2015 17:00,1.44035E+12,0.161198,0.286297,0.195841
23/08/2015 17:15,1.44035E+12,0.168415,0.300732,0.204381
23/08/2015 17:30,1.44035E+12,0.168415,0.310355,0.204261
23/08/2015 17:45,1.44035E+12,0.166009,0.293515,0.19957
23/08/2015 18:00,1.44035E+12,0.163604,0.29592,0.200773
23/08/2015 18:15,1.44035E+12,0.161198,0.291109,0.201494
23/08/2015 18:30,1.44035E+12,0.161198,0.305543,0.210035
23/08/2015 18:45,1.44036E+12,0.166009,0.291109,0.216891
23/08/2015 19:00,1.44036E+12,0.168415,0.307949,0.222785
23/08/2015 19:15,1.44036E+12,0.170821,0.305543,0.229521
23/08/2015 19:30,1.44036E+12,0.168415,0.322384,0.222785
23/08/2015 19:45,1.44036E+12,0.173227,0.329601,0.219177
23/08/2015 20:00,1.44036E+12,0.178038,0.339224,0.23313
23/08/2015 20:15,1.44036E+12,0.187661,0.351253,0.245881
23/08/2015 20:30,1.44036E+12,0.187661,0.346441,0.247805
23/08/2015 20:45,1.44036E+12,0.187661,0.351253,0.247685
23/08/2015 21:00,1.44036E+12,0.190067,0.346441,0.252136
23/08/2015 21:15,1.44036E+12,0.192473,0.34163,0.253699
23/08/2015 21:30,1.44037E+12,0.190067,0.336818,0.250331
23/08/2015 21:45,1.44037E+12,0.185255,0.332007,0.247565
23/08/2015 22:00,1.44037E+12,0.185255,0.324789,0.244798
23/08/2015 22:15,1.44037E+12,0.185255,0.327195,0.246362
